train_id,train_type,station,arrival_time,departure_time,transfer_station
20010005,Local,G5,6:18,6:18,FALSE
20010005,Local,G4,6:20,6:20,FALSE
20010005,Local,G3,6:25,6:25,FALSE
20010005,Local,G2,6:28,6:28,FALSE
20010005,Local,G1,6:32,6:32,TRUE
20010006,Local,G14,6:07,6:07,TRUE
20010006,Local,G13,6:09,6:09,FALSE
20010006,Local,G12,6:12,6:12,FALSE
20010006,Local,G11,6:14,6:14,TRUE
20010006,Local,G10,6:18,6:18,FALSE
20010006,Local,G9,6:23,6:23,FALSE
20010006,Local,G8,6:25,6:25,FALSE
20010006,Local,G7,6:27,6:27,FALSE
20010006,Local,G6,6:29,6:29,FALSE
20010006,Local,G5,6:33,6:33,FALSE
20010006,Local,G4,6:35,6:35,FALSE
20010006,Local,G3,6:40,6:40,FALSE
20010006,Local,G2,6:43,6:43,FALSE
20010006,Local,G1,6:47,6:47,TRUE
20010007,Local,G14,6:19,6:19,TRUE
20010007,Local,G13,6:21,6:21,FALSE
20010007,Local,G12,6:24,6:24,FALSE
20010007,Local,G11,6:26,6:26,TRUE
20010007,Local,G10,6:30,6:30,FALSE
20010007,Local,G9,6:35,6:35,FALSE
20010007,Local,G8,6:37,6:37,FALSE
20010007,Local,G7,6:39,6:39,FALSE
20010007,Local,G6,6:41,6:41,FALSE
20010007,Local,G5,6:45,6:45,FALSE
20010007,Local,G4,6:47,6:47,FALSE
20010007,Local,G3,6:52,6:52,FALSE
20010007,Local,G2,6:55,6:55,FALSE
20010007,Local,G1,6:59,6:59,TRUE
20010008,Local,G14,6:31,6:31,TRUE
20010008,Local,G13,6:33,6:33,FALSE
20010008,Local,G12,6:36,6:36,FALSE
20010008,Local,G11,6:38,6:38,TRUE
20010008,Local,G10,6:42,6:42,FALSE
20010008,Local,G9,6:47,6:47,FALSE
20010008,Local,G8,6:49,6:49,FALSE
20010008,Local,G7,6:51,6:51,FALSE
20010008,Local,G6,6:53,6:53,FALSE
20010008,Local,G5,6:57,6:57,FALSE
20010008,Local,G4,6:59,6:59,FALSE
20010008,Local,G3,7:04,7:04,FALSE
20010008,Local,G2,7:07,7:07,FALSE
20010008,Local,G1,7:11,7:11,TRUE
20010009,Local,G14,6:43,6:43,TRUE
20010009,Local,G13,6:45,6:45,FALSE
20010009,Local,G12,6:48,6:48,FALSE
20010009,Local,G11,6:50,6:50,TRUE
20010009,Local,G10,6:54,6:54,FALSE
20010009,Local,G9,6:59,6:59,FALSE
20010009,Local,G8,7:01,7:01,FALSE
20010009,Local,G7,7:03,7:03,FALSE
20010009,Local,G6,7:05,7:05,FALSE
20010009,Local,G5,7:09,7:09,FALSE
20010009,Local,G4,7:11,7:11,FALSE
20010009,Local,G3,7:16,7:16,FALSE
20010009,Local,G2,7:19,7:19,FALSE
20010009,Local,G1,7:23,7:23,TRUE
20010010,Local,G14,6:53,6:53,TRUE
20010010,Local,G13,6:55,6:55,FALSE
20010010,Local,G12,6:58,6:58,FALSE
20010010,Local,G11,7:00,7:00,TRUE
20010010,Local,G10,7:04,7:04,FALSE
20010010,Local,G9,7:09,7:09,FALSE
20010010,Local,G8,7:11,7:11,FALSE
20010010,Local,G7,7:13,7:13,FALSE
20010010,Local,G6,7:15,7:15,FALSE
20010010,Local,G5,7:19,7:19,FALSE
20010010,Local,G4,7:21,7:21,FALSE
20010010,Local,G3,7:26,7:26,FALSE
20010010,Local,G2,7:29,7:29,FALSE
20010010,Local,G1,7:33,7:33,TRUE
20010011,Local,G14,7:03,7:03,TRUE
20010011,Local,G13,7:05,7:05,FALSE
20010011,Local,G12,7:08,7:08,FALSE
20010011,Local,G11,7:10,7:10,TRUE
20010011,Local,G10,7:14,7:14,FALSE
20010011,Local,G9,7:19,7:19,FALSE
20010011,Local,G8,7:21,7:21,FALSE
20010011,Local,G7,7:23,7:23,FALSE
20010011,Local,G6,7:25,7:25,FALSE
20010011,Local,G5,7:29,7:29,FALSE
20010011,Local,G4,7:31,7:31,FALSE
20010011,Local,G3,7:36,7:36,FALSE
20010011,Local,G2,7:39,7:39,FALSE
20010011,Local,G1,7:43,7:43,TRUE
20010012,Local,G14,7:11,7:11,TRUE
20010012,Local,G13,7:13,7:13,FALSE
20010012,Local,G12,7:16,7:16,FALSE
20010012,Local,G11,7:18,7:18,TRUE
20010012,Local,G10,7:22,7:22,FALSE
20010012,Local,G9,7:27,7:27,FALSE
20010012,Local,G8,7:29,7:29,FALSE
20010012,Local,G7,7:31,7:31,FALSE
20010012,Local,G6,7:33,7:33,FALSE
20010012,Local,G5,7:37,7:37,FALSE
20010012,Local,G4,7:39,7:39,FALSE
20010012,Local,G3,7:44,7:44,FALSE
20010012,Local,G2,7:47,7:47,FALSE
20010012,Local,G1,7:51,7:51,TRUE
20010013,Local,G14,7:19,7:19,TRUE
20010013,Local,G13,7:21,7:21,FALSE
20010013,Local,G12,7:24,7:24,FALSE
20010013,Local,G11,7:26,7:26,TRUE
20010013,Local,G10,7:30,7:30,FALSE
20010013,Local,G9,7:35,7:35,FALSE
20010013,Local,G8,7:37,7:37,FALSE
20010013,Local,G7,7:39,7:39,FALSE
20010013,Local,G6,7:41,7:41,FALSE
20010013,Local,G5,7:45,7:45,FALSE
20010013,Local,G4,7:47,7:47,FALSE
20010013,Local,G3,7:52,7:52,FALSE
20010013,Local,G2,7:55,7:55,FALSE
20010013,Local,G1,7:59,7:59,TRUE
20010014,Local,G14,7:27,7:27,TRUE
20010014,Local,G13,7:29,7:29,FALSE
20010014,Local,G12,7:32,7:32,FALSE
20010014,Local,G11,7:34,7:34,TRUE
20010014,Local,G10,7:38,7:38,FALSE
20010014,Local,G9,7:43,7:43,FALSE
20010014,Local,G8,7:45,7:45,FALSE
20010014,Local,G7,7:47,7:47,FALSE
20010014,Local,G6,7:49,7:49,FALSE
20010014,Local,G5,7:53,7:53,FALSE
20010014,Local,G4,7:55,7:55,FALSE
20010014,Local,G3,8:00,8:00,FALSE
20010014,Local,G2,8:03,8:03,FALSE
20010014,Local,G1,8:07,8:07,TRUE
20010015,Local,G14,7:35,7:35,TRUE
20010015,Local,G13,7:37,7:37,FALSE
20010015,Local,G12,7:40,7:40,FALSE
20010015,Local,G11,7:42,7:42,TRUE
20010015,Local,G10,7:46,7:46,FALSE
20010015,Local,G9,7:51,7:51,FALSE
20010015,Local,G8,7:53,7:53,FALSE
20010015,Local,G7,7:55,7:55,FALSE
20010015,Local,G6,7:57,7:57,FALSE
20010015,Local,G5,8:01,8:01,FALSE
20010015,Local,G4,8:03,8:03,FALSE
20010015,Local,G3,8:08,8:08,FALSE
20010015,Local,G2,8:11,8:11,FALSE
20010015,Local,G1,8:15,8:15,TRUE
20010016,Local,G14,7:43,7:43,TRUE
20010016,Local,G13,7:45,7:45,FALSE
20010016,Local,G12,7:48,7:48,FALSE
20010016,Local,G11,7:50,7:50,TRUE
20010016,Local,G10,7:54,7:54,FALSE
20010016,Local,G9,7:59,7:59,FALSE
20010016,Local,G8,8:01,8:01,FALSE
20010016,Local,G7,8:03,8:03,FALSE
20010016,Local,G6,8:05,8:05,FALSE
20010016,Local,G5,8:09,8:09,FALSE
20010016,Local,G4,8:11,8:11,FALSE
20010016,Local,G3,8:16,8:16,FALSE
20010016,Local,G2,8:19,8:19,FALSE
20010016,Local,G1,8:23,8:23,TRUE
20010017,Local,G14,7:51,7:51,TRUE
20010017,Local,G13,7:53,7:53,FALSE
20010017,Local,G12,7:56,7:56,FALSE
20010017,Local,G11,7:58,7:58,TRUE
20010017,Local,G10,8:02,8:02,FALSE
20010017,Local,G9,8:07,8:07,FALSE
20010017,Local,G8,8:09,8:09,FALSE
20010017,Local,G7,8:11,8:11,FALSE
20010017,Local,G6,8:13,8:13,FALSE
20010017,Local,G5,8:17,8:17,FALSE
20010017,Local,G4,8:19,8:19,FALSE
20010017,Local,G3,8:24,8:24,FALSE
20010017,Local,G2,8:27,8:27,FALSE
20010017,Local,G1,8:31,8:31,TRUE
20010018,Local,G14,7:59,7:59,TRUE
20010018,Local,G13,8:01,8:01,FALSE
20010018,Local,G12,8:04,8:04,FALSE
20010018,Local,G11,8:06,8:06,TRUE
20010018,Local,G10,8:10,8:10,FALSE
20010018,Local,G9,8:15,8:15,FALSE
20010018,Local,G8,8:17,8:17,FALSE
20010018,Local,G7,8:19,8:19,FALSE
20010018,Local,G6,8:21,8:21,FALSE
20010018,Local,G5,8:25,8:25,FALSE
20010018,Local,G4,8:27,8:27,FALSE
20010018,Local,G3,8:32,8:32,FALSE
20010018,Local,G2,8:35,8:35,FALSE
20010018,Local,G1,8:39,8:39,TRUE
20010019,Local,G14,8:07,8:07,TRUE
20010019,Local,G13,8:09,8:09,FALSE
20010019,Local,G12,8:12,8:12,FALSE
20010019,Local,G11,8:14,8:14,TRUE
20010019,Local,G10,8:18,8:18,FALSE
20010019,Local,G9,8:23,8:23,FALSE
20010019,Local,G8,8:25,8:25,FALSE
20010019,Local,G7,8:27,8:27,FALSE
20010019,Local,G6,8:29,8:29,FALSE
20010019,Local,G5,8:33,8:33,FALSE
20010019,Local,G4,8:35,8:35,FALSE
20010019,Local,G3,8:40,8:40,FALSE
20010019,Local,G2,8:43,8:43,FALSE
20010019,Local,G1,8:47,8:47,TRUE
20010020,Local,G14,8:15,8:15,TRUE
20010020,Local,G13,8:17,8:17,FALSE
20010020,Local,G12,8:20,8:20,FALSE
20010020,Local,G11,8:22,8:22,TRUE
20010020,Local,G10,8:26,8:26,FALSE
20010020,Local,G9,8:31,8:31,FALSE
20010020,Local,G8,8:33,8:33,FALSE
20010020,Local,G7,8:35,8:35,FALSE
20010020,Local,G6,8:37,8:37,FALSE
20010020,Local,G5,8:41,8:41,FALSE
20010020,Local,G4,8:43,8:43,FALSE
20010020,Local,G3,8:48,8:48,FALSE
20010020,Local,G2,8:51,8:51,FALSE
20010020,Local,G1,8:55,8:55,TRUE
20010021,Local,G14,8:23,8:23,TRUE
20010021,Local,G13,8:25,8:25,FALSE
20010021,Local,G12,8:28,8:28,FALSE
20010021,Local,G11,8:30,8:30,TRUE
20010021,Local,G10,8:34,8:34,FALSE
20010021,Local,G9,8:39,8:39,FALSE
20010021,Local,G8,8:41,8:41,FALSE
20010021,Local,G7,8:43,8:43,FALSE
20010021,Local,G6,8:45,8:45,FALSE
20010021,Local,G5,8:49,8:49,FALSE
20010021,Local,G4,8:51,8:51,FALSE
20010021,Local,G3,8:56,8:56,FALSE
20010021,Local,G2,8:59,8:59,FALSE
20010021,Local,G1,9:03,9:03,TRUE
20010022,Local,G14,8:31,8:31,TRUE
20010022,Local,G13,8:33,8:33,FALSE
20010022,Local,G12,8:36,8:36,FALSE
20010022,Local,G11,8:38,8:38,TRUE
20010022,Local,G10,8:42,8:42,FALSE
20010022,Local,G9,8:47,8:47,FALSE
20010022,Local,G8,8:49,8:49,FALSE
20010022,Local,G7,8:51,8:51,FALSE
20010022,Local,G6,8:53,8:53,FALSE
20010022,Local,G5,8:57,8:57,FALSE
20010022,Local,G4,8:59,8:59,FALSE
20010022,Local,G3,9:04,9:04,FALSE
20010022,Local,G2,9:07,9:07,FALSE
20010022,Local,G1,9:11,9:11,TRUE
20010023,Local,G14,8:39,8:39,TRUE
20010023,Local,G13,8:41,8:41,FALSE
20010023,Local,G12,8:44,8:44,FALSE
20010023,Local,G11,8:46,8:46,TRUE
20010023,Local,G10,8:50,8:50,FALSE
20010023,Local,G9,8:55,8:55,FALSE
20010023,Local,G8,8:57,8:57,FALSE
20010023,Local,G7,8:59,8:59,FALSE
20010023,Local,G6,9:01,9:01,FALSE
20010023,Local,G5,9:05,9:05,FALSE
20010023,Local,G4,9:07,9:07,FALSE
20010023,Local,G3,9:12,9:12,FALSE
20010023,Local,G2,9:15,9:15,FALSE
20010023,Local,G1,9:19,9:19,TRUE
20010024,Local,G14,8:47,8:47,TRUE
20010024,Local,G13,8:49,8:49,FALSE
20010024,Local,G12,8:52,8:52,FALSE
20010024,Local,G11,8:54,8:54,TRUE
20010024,Local,G10,8:58,8:58,FALSE
20010024,Local,G9,9:03,9:03,FALSE
20010024,Local,G8,9:05,9:05,FALSE
20010024,Local,G7,9:07,9:07,FALSE
20010024,Local,G6,9:09,9:09,FALSE
20010024,Local,G5,9:13,9:13,FALSE
20010024,Local,G4,9:15,9:15,FALSE
20010024,Local,G3,9:20,9:20,FALSE
20010024,Local,G2,9:23,9:23,FALSE
20010024,Local,G1,9:27,9:27,TRUE
20010025,Local,G14,8:55,8:55,TRUE
20010025,Local,G13,8:57,8:57,FALSE
20010025,Local,G12,9:00,9:00,FALSE
20010025,Local,G11,9:02,9:02,TRUE
20010025,Local,G10,9:06,9:06,FALSE
20010025,Local,G9,9:11,9:11,FALSE
20010025,Local,G8,9:13,9:13,FALSE
20010025,Local,G7,9:15,9:15,FALSE
20010025,Local,G6,9:17,9:17,FALSE
20010025,Local,G5,9:21,9:21,FALSE
20010025,Local,G4,9:23,9:23,FALSE
20010025,Local,G3,9:28,9:28,FALSE
20010025,Local,G2,9:31,9:31,FALSE
20010025,Local,G1,9:35,9:35,TRUE
20010026,Local,G14,9:05,9:05,TRUE
20010026,Local,G13,9:07,9:07,FALSE
20010026,Local,G12,9:10,9:10,FALSE
20010026,Local,G11,9:12,9:12,TRUE
20010026,Local,G10,9:16,9:16,FALSE
20010026,Local,G9,9:21,9:21,FALSE
20010026,Local,G8,9:23,9:23,FALSE
20010026,Local,G7,9:25,9:25,FALSE
20010026,Local,G6,9:27,9:27,FALSE
20010026,Local,G5,9:31,9:31,FALSE
20010026,Local,G4,9:33,9:33,FALSE
20010026,Local,G3,9:38,9:38,FALSE
20010026,Local,G2,9:41,9:41,FALSE
20010026,Local,G1,9:45,9:45,TRUE
20010027,Local,G14,9:15,9:15,TRUE
20010027,Local,G13,9:17,9:17,FALSE
20010027,Local,G12,9:20,9:20,FALSE
20010027,Local,G11,9:22,9:22,TRUE
20010027,Local,G10,9:26,9:26,FALSE
20010027,Local,G9,9:31,9:31,FALSE
20010027,Local,G8,9:33,9:33,FALSE
20010027,Local,G7,9:35,9:35,FALSE
20010027,Local,G6,9:37,9:37,FALSE
20010027,Local,G5,9:41,9:41,FALSE
20010027,Local,G4,9:43,9:43,FALSE
20010027,Local,G3,9:48,9:48,FALSE
20010027,Local,G2,9:51,9:51,FALSE
20010027,Local,G1,9:55,9:55,TRUE
20010028,Local,G14,9:25,9:25,TRUE
20010028,Local,G13,9:27,9:27,FALSE
20010028,Local,G12,9:30,9:30,FALSE
20010028,Local,G11,9:32,9:32,TRUE
20010028,Local,G10,9:36,9:36,FALSE
20010028,Local,G9,9:41,9:41,FALSE
20010028,Local,G8,9:43,9:43,FALSE
20010028,Local,G7,9:45,9:45,FALSE
20010028,Local,G6,9:47,9:47,FALSE
20010028,Local,G5,9:51,9:51,FALSE
20010028,Local,G4,9:53,9:53,FALSE
20010028,Local,G3,9:58,9:58,FALSE
20010028,Local,G2,10:01,10:01,FALSE
20010028,Local,G1,10:05,10:05,TRUE
20010029,Local,G14,9:35,9:35,TRUE
20010029,Local,G13,9:37,9:37,FALSE
20010029,Local,G12,9:40,9:40,FALSE
20010029,Local,G11,9:42,9:42,TRUE
20010029,Local,G10,9:46,9:46,FALSE
20010029,Local,G9,9:51,9:51,FALSE
20010029,Local,G8,9:53,9:53,FALSE
20010029,Local,G7,9:55,9:55,FALSE
20010029,Local,G6,9:57,9:57,FALSE
20010029,Local,G5,10:01,10:01,FALSE
20010029,Local,G4,10:03,10:03,FALSE
20010029,Local,G3,10:08,10:08,FALSE
20010029,Local,G2,10:11,10:11,FALSE
20010029,Local,G1,10:15,10:15,TRUE
20010030,Local,G14,9:45,9:45,TRUE
20010030,Local,G13,9:47,9:47,FALSE
20010030,Local,G12,9:50,9:50,FALSE
20010030,Local,G11,9:52,9:52,TRUE
20010030,Local,G10,9:56,9:56,FALSE
20010030,Local,G9,10:01,10:01,FALSE
20010030,Local,G8,10:03,10:03,FALSE
20010030,Local,G7,10:05,10:05,FALSE
20010030,Local,G6,10:07,10:07,FALSE
20010030,Local,G5,10:11,10:11,FALSE
20010030,Local,G4,10:13,10:13,FALSE
20010030,Local,G3,10:18,10:18,FALSE
20010030,Local,G2,10:21,10:21,FALSE
20010030,Local,G1,10:25,10:25,TRUE
20010031,Local,G14,9:55,9:55,TRUE
20010031,Local,G13,9:57,9:57,FALSE
20010031,Local,G12,10:00,10:00,FALSE
20010031,Local,G11,10:02,10:02,TRUE
20010031,Local,G10,10:06,10:06,FALSE
20010031,Local,G9,10:11,10:11,FALSE
20010031,Local,G8,10:13,10:13,FALSE
20010031,Local,G7,10:15,10:15,FALSE
20010031,Local,G6,10:17,10:17,FALSE
20010031,Local,G5,10:21,10:21,FALSE
20010031,Local,G4,10:23,10:23,FALSE
20010031,Local,G3,10:28,10:28,FALSE
20010031,Local,G2,10:31,10:31,FALSE
20010031,Local,G1,10:35,10:35,TRUE
20010032,Local,G14,10:05,10:05,TRUE
20010032,Local,G13,10:07,10:07,FALSE
20010032,Local,G12,10:10,10:10,FALSE
20010032,Local,G11,10:12,10:12,TRUE
20010032,Local,G10,10:16,10:16,FALSE
20010032,Local,G9,10:21,10:21,FALSE
20010032,Local,G8,10:23,10:23,FALSE
20010032,Local,G7,10:25,10:25,FALSE
20010032,Local,G6,10:27,10:27,FALSE
20010032,Local,G5,10:31,10:31,FALSE
20010032,Local,G4,10:33,10:33,FALSE
20010032,Local,G3,10:38,10:38,FALSE
20010032,Local,G2,10:41,10:41,FALSE
20010032,Local,G1,10:45,10:45,TRUE
20010033,Local,G14,10:15,10:15,TRUE
20010033,Local,G13,10:17,10:17,FALSE
20010033,Local,G12,10:20,10:20,FALSE
20010033,Local,G11,10:22,10:22,TRUE
20010033,Local,G10,10:26,10:26,FALSE
20010033,Local,G9,10:31,10:31,FALSE
20010033,Local,G8,10:33,10:33,FALSE
20010033,Local,G7,10:35,10:35,FALSE
20010033,Local,G6,10:37,10:37,FALSE
20010033,Local,G5,10:41,10:41,FALSE
20010033,Local,G4,10:43,10:43,FALSE
20010033,Local,G3,10:48,10:48,FALSE
20010033,Local,G2,10:51,10:51,FALSE
20010033,Local,G1,10:55,10:55,TRUE
20010034,Local,G14,10:25,10:25,TRUE
20010034,Local,G13,10:27,10:27,FALSE
20010034,Local,G12,10:30,10:30,FALSE
20010034,Local,G11,10:32,10:32,TRUE
20010034,Local,G10,10:36,10:36,FALSE
20010034,Local,G9,10:41,10:41,FALSE
20010034,Local,G8,10:43,10:43,FALSE
20010034,Local,G7,10:45,10:45,FALSE
20010034,Local,G6,10:47,10:47,FALSE
20010034,Local,G5,10:51,10:51,FALSE
20010034,Local,G4,10:53,10:53,FALSE
20010034,Local,G3,10:58,10:58,FALSE
20010034,Local,G2,11:01,11:01,FALSE
20010034,Local,G1,11:05,11:05,TRUE
20010035,Local,G14,10:35,10:35,TRUE
20010035,Local,G13,10:37,10:37,FALSE
20010035,Local,G12,10:40,10:40,FALSE
20010035,Local,G11,10:42,10:42,TRUE
20010035,Local,G10,10:46,10:46,FALSE
20010035,Local,G9,10:51,10:51,FALSE
20010035,Local,G8,10:53,10:53,FALSE
20010035,Local,G7,10:55,10:55,FALSE
20010035,Local,G6,10:57,10:57,FALSE
20010035,Local,G5,11:01,11:01,FALSE
20010035,Local,G4,11:03,11:03,FALSE
20010035,Local,G3,11:08,11:08,FALSE
20010035,Local,G2,11:11,11:11,FALSE
20010035,Local,G1,11:15,11:15,TRUE
20010036,Local,G14,10:47,10:47,TRUE
20010036,Local,G13,10:49,10:49,FALSE
20010036,Local,G12,10:52,10:52,FALSE
20010036,Local,G11,10:54,10:54,TRUE
20010036,Local,G10,10:58,10:58,FALSE
20010036,Local,G9,11:03,11:03,FALSE
20010036,Local,G8,11:05,11:05,FALSE
20010036,Local,G7,11:07,11:07,FALSE
20010036,Local,G6,11:09,11:09,FALSE
20010036,Local,G5,11:13,11:13,FALSE
20010036,Local,G4,11:15,11:15,FALSE
20010036,Local,G3,11:20,11:20,FALSE
20010036,Local,G2,11:23,11:23,FALSE
20010036,Local,G1,11:27,11:27,TRUE
20010037,Local,G14,10:59,10:59,TRUE
20010037,Local,G13,11:01,11:01,FALSE
20010037,Local,G12,11:04,11:04,FALSE
20010037,Local,G11,11:06,11:06,TRUE
20010037,Local,G10,11:10,11:10,FALSE
20010037,Local,G9,11:15,11:15,FALSE
20010037,Local,G8,11:17,11:17,FALSE
20010037,Local,G7,11:19,11:19,FALSE
20010037,Local,G6,11:21,11:21,FALSE
20010037,Local,G5,11:25,11:25,FALSE
20010037,Local,G4,11:27,11:27,FALSE
20010037,Local,G3,11:32,11:32,FALSE
20010037,Local,G2,11:35,11:35,FALSE
20010037,Local,G1,11:39,11:39,TRUE
20010038,Local,G14,11:11,11:11,TRUE
20010038,Local,G13,11:13,11:13,FALSE
20010038,Local,G12,11:16,11:16,FALSE
20010038,Local,G11,11:18,11:18,TRUE
20010038,Local,G10,11:22,11:22,FALSE
20010038,Local,G9,11:27,11:27,FALSE
20010038,Local,G8,11:29,11:29,FALSE
20010038,Local,G7,11:31,11:31,FALSE
20010038,Local,G6,11:33,11:33,FALSE
20010038,Local,G5,11:37,11:37,FALSE
20010038,Local,G4,11:39,11:39,FALSE
20010038,Local,G3,11:44,11:44,FALSE
20010038,Local,G2,11:47,11:47,FALSE
20010038,Local,G1,11:51,11:51,TRUE
20010039,Local,G14,11:23,11:23,TRUE
20010039,Local,G13,11:25,11:25,FALSE
20010039,Local,G12,11:28,11:28,FALSE
20010039,Local,G11,11:30,11:30,TRUE
20010039,Local,G10,11:34,11:34,FALSE
20010039,Local,G9,11:39,11:39,FALSE
20010039,Local,G8,11:41,11:41,FALSE
20010039,Local,G7,11:43,11:43,FALSE
20010039,Local,G6,11:45,11:45,FALSE
20010039,Local,G5,11:49,11:49,FALSE
20010039,Local,G4,11:51,11:51,FALSE
20010039,Local,G3,11:56,11:56,FALSE
20010039,Local,G2,11:59,11:59,FALSE
20010039,Local,G1,12:03,12:03,TRUE
20010040,Local,G14,11:35,11:35,TRUE
20010040,Local,G13,11:37,11:37,FALSE
20010040,Local,G12,11:40,11:40,FALSE
20010040,Local,G11,11:42,11:42,TRUE
20010040,Local,G10,11:46,11:46,FALSE
20010040,Local,G9,11:51,11:51,FALSE
20010040,Local,G8,11:53,11:53,FALSE
20010040,Local,G7,11:55,11:55,FALSE
20010040,Local,G6,11:57,11:57,FALSE
20010040,Local,G5,12:01,12:01,FALSE
20010040,Local,G4,12:03,12:03,FALSE
20010040,Local,G3,12:08,12:08,FALSE
20010040,Local,G2,12:11,12:11,FALSE
20010040,Local,G1,12:15,12:15,TRUE
20010041,Local,G14,11:47,11:47,TRUE
20010041,Local,G13,11:49,11:49,FALSE
20010041,Local,G12,11:52,11:52,FALSE
20010041,Local,G11,11:54,11:54,TRUE
20010041,Local,G10,11:58,11:58,FALSE
20010041,Local,G9,12:03,12:03,FALSE
20010041,Local,G8,12:05,12:05,FALSE
20010041,Local,G7,12:07,12:07,FALSE
20010041,Local,G6,12:09,12:09,FALSE
20010041,Local,G5,12:13,12:13,FALSE
20010041,Local,G4,12:15,12:15,FALSE
20010041,Local,G3,12:20,12:20,FALSE
20010041,Local,G2,12:23,12:23,FALSE
20010041,Local,G1,12:27,12:27,TRUE
20010042,Local,G14,11:59,11:59,TRUE
20010042,Local,G13,12:01,12:01,FALSE
20010042,Local,G12,12:04,12:04,FALSE
20010042,Local,G11,12:06,12:06,TRUE
20010042,Local,G10,12:10,12:10,FALSE
20010042,Local,G9,12:15,12:15,FALSE
20010042,Local,G8,12:17,12:17,FALSE
20010042,Local,G7,12:19,12:19,FALSE
20010042,Local,G6,12:21,12:21,FALSE
20010042,Local,G5,12:25,12:25,FALSE
20010042,Local,G4,12:27,12:27,FALSE
20010042,Local,G3,12:32,12:32,FALSE
20010042,Local,G2,12:35,12:35,FALSE
20010042,Local,G1,12:39,12:39,TRUE
20010043,Local,G14,12:11,12:11,TRUE
20010043,Local,G13,12:13,12:13,FALSE
20010043,Local,G12,12:16,12:16,FALSE
20010043,Local,G11,12:18,12:18,TRUE
